Customer ID,Product ID,Purchase Quantity,Unit Price,Discount,Payment Method,Date of Purchase,Sales Channel,Payment Status,Unit Price,Discount,Name,Age,Gender,Income Level,Loyalty Score,Customer Segment,Location
358,31,2,,,Wallet,2023-06-15,Online,Completed,245.24614698099455,20,Customer_358,20,Male,Medium,78.23854840582734,Silver,City B
188,14,4,,,Credit Card,2022-02-16,Online,Completed,151.76776441247569,15,Customer_188,44,Male,High,70.64757264869012,Gold,City A
322,2,4,,,Credit Card,2022-03-06,In-store,Completed,110.16531494991115,20,Customer_322,51,Male,Medium,66.68642575461044,Silver,City B
450,29,2,,,Wallet,2023-04-20,Online,Completed,149.64609059520464,10,Customer_450,39,Male,High,23.687055897448207,Silver,City B
474,15,4,,,Cash,2022-05-26,Online,Completed,38.9069268208059,20,Customer_474,47,Male,Medium,13.643975255673313,Platinum,City B
13,12,4,,,Credit Card,2024-03-08,Online,Completed,238.70034880107426,10,Customer_13,53,Female,Medium,65.52419806390218,Gold,City C
184,37,3,,,Credit Card,2023-01-17,In-store,Completed,146.65669653805293,10,Customer_184,20,Male,High,20.01502442448101,Platinum,City B
111,28,4,,,Credit Card,2022-03-07,Online,Completed,54.59011952271367,5,Customer_111,56,Male,Low,43.23348010426019,Silver,City B
415,20,1,,,Credit Card,2023-06-01,Online,Pending,158.9325863983742,15,Customer_415,56,Female,High,28.487290196192284,Platinum,City A
290,39,4,,,Credit Card,2022-04-03,Online,Completed,174.0613724896272,20,Customer_290,42,Male,Low,16.761921628831765,Gold,City C
295,24,2,,,Cash,2024-05-14,In-store,Completed,219.36316887958816,10,Customer_295,19,Female,High,84.41704489691972,Gold,City B
451,21,3,,,Wallet,2023-03-02,Online,Completed,50.3279240674261,10,Customer_451,46,Male,Medium,78.05255152438619,Gold,City A
392,10,4,,,Cash,2023-04-13,Online,Completed,207.59477625782523,10,Customer_392,31,Male,Medium,34.12478276261564,Platinum,City B
215,46,2,,,Cash,2022-04-04,In-store,Completed,131.607990959633,15,Customer_215,19,Female,Medium,18.211791568869927,Silver,City B
462,14,1,,,Credit Card,2023-09-10,Online,Completed,151.76776441247569,15,Customer_462,64,Female,Low,86.27970775432286,Silver,City B
120,37,4,,,Cash,2022-05-13,In-store,Completed,146.65669653805293,10,Customer_120,40,Male,High,22.995460589108617,Platinum,City A
382,18,3,,,Credit Card,2023-03-10,Online,Completed,79.70721904034463,5,Customer_382,41,Female,Medium,7.319592376844364,Platinum,City C
55,24,4,,,Cash,2022-12-07,In-store,Completed,219.36316887958816,10,Customer_55,25,Female,Low,83.21341779577419,Silver,City A
27,14,2,,,Credit Card,2022-11-10,Online,Completed,151.76776441247569,15,Customer_27,39,Female,Low,48.0586577326648,Gold,City B
118,34,3,,,Credit Card,2023-08-14,Online,Completed,135.1463883479689,0,Customer_118,51,Female,Low,40.9334006315043,Silver,City A
221,12,4,,,Cash,2022-07-31,In-store,Completed,238.70034880107426,10,Customer_221,21,Male,Low,22.845474133129873,Platinum,City C
231,22,1,,,Cash,2023-06-04,Online,Completed,38.376680486258245,20,Customer_231,33,Male,Low,86.82725054083805,Gold,City A
53,6,3,,,Wallet,2022-06-08,Online,Completed,107.7580307569193,20,Customer_53,24,Male,Low,16.07598960483082,Platinum,City B
295,36,1,,,Wallet,2022-09-25,In-store,Completed,220.44713346786494,15,Customer_295,19,Female,High,84.41704489691972,Gold,City B
321,45,2,,,Wallet,2023-10-23,Online,Completed,122.11584860153309,10,Customer_321,44,Female,High,48.88465802569202,Gold,City C
401,36,4,,,Cash,2024-05-11,In-store,Completed,220.44713346786494,15,Customer_401,39,Female,High,95.55236959549347,Gold,City C
233,22,1,,,Cash,2023-08-26,Online,Completed,38.376680486258245,20,Customer_233,26,Female,Low,74.2706521199981,Silver,City B
158,14,2,,,Credit Card,2024-01-18,In-store,Completed,151.76776441247569,15,Customer_158,46,Female,High,29.166257870930323,Platinum,City A
437,16,4,,,Wallet,2023-04-19,Online,Completed,55.62990842810848,10,Customer_437,29,Female,High,4.341253285481916,Platinum,City B
269,36,2,,,Credit Card,2024-03-11,Online,Completed,220.44713346786494,15,Customer_269,54,Female,Low,16.352387258502276,Silver,City A
21,25,1,,,Credit Card,2023-02-14,In-store,Completed,101.43359031385688,15,Customer_21,47,Male,Medium,8.104621590764793,Platinum,City C
403,32,2,,,Credit Card,2023-04-19,Online,Completed,102.82650440491234,15,Customer_403,39,Female,Medium,19.57779856835461,Silver,City B
53,33,3,,,Credit Card,2022-12-22,In-store,Failed,105.91538138969257,20,Customer_53,24,Male,Low,16.07598960483082,Platinum,City B
275,45,4,,,Wallet,2023-11-11,In-store,Completed,122.11584860153309,10,Customer_275,33,Female,Medium,77.34731256866006,Platinum,City C
313,36,2,,,Credit Card,2022-07-12,In-store,Failed,220.44713346786494,15,Customer_313,39,Female,Medium,98.66301229588468,Platinum,City C
281,20,1,,,Cash,2023-11-30,Online,Completed,158.9325863983742,15,Customer_281,28,Male,High,16.975790508754073,Platinum,City B
214,18,4,,,Cash,2022-09-28,Online,Completed,79.70721904034463,5,Customer_214,36,Male,High,33.68957917711069,Silver,City B
31,38,3,,,Cash,2022-04-24,Online,Completed,36.79507170839833,10,Customer_31,59,Female,Low,67.80161525590636,Platinum,City C
337,3,4,,,Wallet,2024-06-15,In-store,Completed,125.54741293238402,10,Customer_337,46,Male,High,94.46142194740233,Silver,City A
183,23,3,,,Credit Card,2023-06-07,In-store,Completed,73.65275561525253,0,Customer_183,58,Female,Low,80.05866991090829,Silver,City B
23,32,4,,,Wallet,2022-02-24,In-store,Completed,102.82650440491234,15,Customer_23,19,Male,Low,68.32587636595959,Silver,City C
32,45,2,,,Credit Card,2024-02-09,Online,Completed,122.11584860153309,10,Customer_32,45,Female,Medium,56.5731963995791,Gold,City A
446,16,2,,,Wallet,2022-03-06,In-store,Failed,55.62990842810848,10,Customer_446,18,Male,Medium,41.10284698067047,Platinum,City A
74,5,1,,,Wallet,2023-11-15,Online,Completed,16.826714508702203,0,Customer_74,31,Male,Medium,93.72284872364511,Platinum,City B
10,4,3,,,Credit Card,2022-09-29,Online,Completed,105.36670373919704,5,Customer_10,28,Female,Low,95.56514982297534,Gold,City C
484,21,1,,,Wallet,2023-05-17,Online,Completed,50.3279240674261,10,Customer_484,49,Female,Low,57.83869170064091,Silver,City A
456,40,2,,,Credit Card,2023-10-24,Online,Completed,53.42950189417818,5,Customer_456,54,Male,Low,9.553531383466819,Gold,City C
54,14,3,,,Cash,2022-12-28,Online,Completed,151.76776441247569,15,Customer_54,61,Female,Low,81.79670241190622,Gold,City C
52,39,1,,,Cash,2022-05-26,Online,Pending,174.0613724896272,20,Customer_52,64,Male,Low,74.35082562916078,Silver,City C
148,31,1,,,Cash,2022-07-28,Online,Completed,245.24614698099455,20,Customer_148,56,Female,Medium,58.19714019143988,Platinum,City B
160,14,1,,,Wallet,2022-10-13,Online,Completed,151.76776441247569,15,Customer_160,30,Female,High,86.01223971892045,Platinum,City B
370,6,1,,,Cash,2022-01-10,In-store,Completed,107.7580307569193,20,Customer_370,43,Male,Medium,12.020905537060845,Silver,City C
14,12,1,,,Credit Card,2024-01-09,Online,Completed,238.70034880107426,10,Customer_14,57,Male,Medium,55.08573706091393,Platinum,City A
178,16,3,,,Cash,2022-07-05,Online,Completed,55.62990842810848,10,Customer_178,56,Female,High,7.857849715502074,Gold,City B
412,17,1,,,Cash,2023-07-28,In-store,Completed,281.559163561776,20,Customer_412,61,Male,High,10.142082844921651,Gold,City C
366,45,3,,,Wallet,2023-08-20,In-store,Pending,122.11584860153309,10,Customer_366,19,Female,Low,76.22851347766158,Gold,City B
500,23,1,,,Credit Card,2023-04-09,In-store,Completed,73.65275561525253,0,Customer_500,50,Male,Low,65.08773690471942,Silver,City A
53,14,2,,,Wallet,2022-05-14,In-store,Completed,151.76776441247569,15,Customer_53,24,Male,Low,16.07598960483082,Platinum,City B
408,7,2,,,Wallet,2024-04-14,Online,Completed,231.88401747481748,15,Customer_408,60,Female,Low,92.70345447963066,Gold,City A
335,46,1,,,Credit Card,2024-03-19,In-store,Completed,131.607990959633,15,Customer_335,45,Female,Low,69.26259522261645,Gold,City A
22,32,4,,,Wallet,2022-06-20,In-store,Pending,102.82650440491234,15,Customer_22,55,Female,Medium,22.018320194981133,Platinum,City A
30,15,2,,,Credit Card,2022-08-01,In-store,Completed,38.9069268208059,20,Customer_30,44,Female,Medium,34.780920790219305,Silver,City A
191,44,3,,,Cash,2023-06-14,In-store,Completed,278.98167496719196,20,Customer_191,50,Female,Medium,5.1971283651472415,Silver,City A
260,17,1,,,Credit Card,2024-04-05,Online,Pending,281.559163561776,20,Customer_260,59,Male,Low,18.097695270948975,Platinum,City A
205,41,3,,,Credit Card,2023-05-17,In-store,Completed,18.319800343234036,10,Customer_205,34,Female,Medium,52.640266093611324,Platinum,City B
59,47,4,,,Credit Card,2023-07-26,In-store,Completed,62.26143112140187,20,Customer_59,34,Female,Low,61.69269183757422,Gold,City B
471,44,1,,,Wallet,2023-08-23,In-store,Completed,278.98167496719196,20,Customer_471,56,Female,Medium,59.4476335186173,Gold,City B
264,34,2,,,Credit Card,2022-01-27,In-store,Completed,135.1463883479689,0,Customer_264,43,Female,Low,87.07499012725114,Platinum,City B
466,5,3,,,Credit Card,2022-03-09,Online,Completed,16.826714508702203,0,Customer_466,29,Female,Medium,64.1971500443266,Gold,City C
12,45,2,,,Credit Card,2024-02-29,In-store,Completed,122.11584860153309,10,Customer_12,41,Male,Medium,80.95160747248781,Platinum,City C
119,27,2,,,Cash,2023-02-12,In-store,Completed,88.67008771113203,0,Customer_119,50,Male,Low,89.40992036791344,Platinum,City A
415,23,1,,,Credit Card,2023-07-06,In-store,Completed,73.65275561525253,0,Customer_415,56,Female,High,28.487290196192284,Platinum,City A
462,40,3,,,Wallet,2022-04-19,Online,Completed,53.42950189417818,5,Customer_462,64,Female,Low,86.27970775432286,Silver,City B
290,14,4,,,Credit Card,2022-03-15,In-store,Completed,151.76776441247569,15,Customer_290,42,Male,Low,16.761921628831765,Gold,City C
338,15,2,,,Credit Card,2023-08-01,In-store,Completed,38.9069268208059,20,Customer_338,63,Male,Medium,68.32480282896458,Gold,City C
248,43,1,,,Cash,2023-11-11,Online,Completed,195.19300158534787,15,Customer_248,50,Male,Low,59.23503285933622,Silver,City A
354,33,1,,,Credit Card,2022-09-19,In-store,Completed,105.91538138969257,20,Customer_354,35,Male,Medium,4.821203886055603,Gold,City A
127,31,4,,,Wallet,2023-01-03,Online,Completed,245.24614698099455,20,Customer_127,44,Male,Medium,96.81934279147217,Silver,City C
75,35,1,,,Credit Card,2024-02-25,Online,Pending,138.7970688154731,20,Customer_75,48,Male,Medium,68.78857223008133,Platinum,City C
361,17,2,,,Wallet,2024-04-28,In-store,Pending,281.559163561776,20,Customer_361,41,Female,Medium,87.8515561301348,Gold,City C
204,28,1,,,Cash,2024-05-19,In-store,Completed,54.59011952271367,5,Customer_204,54,Female,Medium,64.35776951965249,Gold,City C
49,19,3,,,Credit Card,2022-08-25,Online,Completed,247.19577713695494,10,Customer_49,19,Male,Medium,82.58167505647627,Gold,City B
79,46,3,,,Cash,2023-12-28,Online,Completed,131.607990959633,15,Customer_79,40,Male,Medium,6.73506014687717,Platinum,City B
441,23,2,,,Credit Card,2023-01-01,In-store,Completed,73.65275561525253,0,Customer_441,51,Male,High,81.91888594267903,Gold,City C
479,32,3,,,Wallet,2022-10-13,Online,Completed,102.82650440491234,15,Customer_479,53,Female,High,69.24361513243696,Gold,City C
241,40,4,,,Cash,2023-01-13,Online,Completed,53.42950189417818,5,Customer_241,43,Male,Low,43.86154191895905,Silver,City A
349,13,1,,,Credit Card,2023-10-23,In-store,Completed,150.85767256886348,0,Customer_349,38,Female,Low,39.386440565415846,Platinum,City C
154,20,2,,,Wallet,2024-04-09,Online,Completed,158.9325863983742,15,Customer_154,56,Female,Medium,7.244688779455888,Platinum,City B
274,35,4,,,Cash,2023-01-11,Online,Completed,138.7970688154731,20,Customer_274,36,Female,Low,32.51900642246949,Silver,City A
96,5,1,,,Credit Card,2023-09-11,Online,Completed,16.826714508702203,0,Customer_96,24,Male,High,44.590270637674834,Silver,City C
214,9,4,,,Cash,2023-10-15,Online,Completed,36.55308824280915,15,Customer_214,36,Male,High,33.68957917711069,Silver,City B
294,29,2,,,Credit Card,2022-03-17,Online,Pending,149.64609059520464,10,Customer_294,35,Male,High,47.46308757498139,Gold,City C
209,6,2,,,Wallet,2022-01-09,Online,Completed,107.7580307569193,20,Customer_209,40,Male,High,24.710323401014644,Silver,City C
343,25,4,,,Wallet,2022-07-15,In-store,Completed,101.43359031385688,15,Customer_343,41,Male,Medium,3.038705969683686,Gold,City A
88,31,1,,,Cash,2024-03-17,Online,Pending,245.24614698099455,20,Customer_88,42,Male,Medium,13.008624013063198,Gold,City B
306,22,3,,,Cash,2024-03-02,In-store,Completed,38.376680486258245,20,Customer_306,25,Male,High,12.21099140100268,Silver,City C
264,2,3,,,Credit Card,2024-06-11,In-store,Completed,110.16531494991115,20,Customer_264,43,Female,Low,87.07499012725114,Platinum,City B
425,45,4,,,Wallet,2023-09-22,In-store,Completed,122.11584860153309,10,Customer_425,30,Male,Medium,18.11493495346803,Gold,City A
390,5,2,,,Credit Card,2022-10-17,In-store,Completed,16.826714508702203,0,Customer_390,63,Male,Medium,47.9181877629731,Platinum,City A
325,27,1,,,Wallet,2022-03-02,In-store,Completed,88.67008771113203,0,Customer_325,50,Male,Low,30.79299415911909,Gold,City B
428,25,1,,,Cash,2023-01-24,In-store,Completed,101.43359031385688,15,Customer_428,36,Male,Medium,52.516338366706016,Gold,City C
377,8,2,,,Credit Card,2024-04-26,In-store,Pending,164.58327789050227,20,Customer_377,46,Male,Low,38.85581012703457,Platinum,City A
320,1,3,,,Credit Card,2024-03-28,In-store,Completed,275.45931069253055,5,Customer_320,44,Male,High,51.55960285792502,Gold,City C
157,20,1,,,Wallet,2024-06-18,Online,Completed,158.9325863983742,15,Customer_157,60,Male,Medium,60.00205481193037,Platinum,City C
156,44,4,,,Wallet,2023-07-17,In-store,Completed,278.98167496719196,20,Customer_156,32,Male,High,47.99388347171235,Silver,City B
139,23,3,,,Wallet,2023-07-18,In-store,Completed,73.65275561525253,0,Customer_139,56,Female,Low,79.65372909761763,Silver,City B
121,32,4,,,Cash,2023-09-26,In-store,Completed,102.82650440491234,15,Customer_121,41,Male,Medium,21.31047040250833,Silver,City A
65,11,3,,,Credit Card,2023-11-10,Online,Completed,131.0123186571357,15,Customer_65,59,Female,Low,77.98453951511436,Platinum,City B
107,39,2,,,Wallet,2022-01-08,In-store,Completed,174.0613724896272,20,Customer_107,52,Male,Low,65.45112142811352,Gold,City B
147,47,4,,,Cash,2023-01-04,Online,Completed,62.26143112140187,20,Customer_147,49,Male,High,6.420893707513409,Silver,City A
137,24,4,,,Wallet,2022-02-14,In-store,Completed,219.36316887958816,10,Customer_137,43,Female,High,92.08478478156869,Platinum,City A
411,11,2,,,Credit Card,2022-12-10,In-store,Completed,131.0123186571357,15,Customer_411,25,Male,High,35.16226872396344,Silver,City A
162,29,4,,,Wallet,2024-01-27,Online,Completed,149.64609059520464,10,Customer_162,24,Male,Medium,3.9618825348357145,Silver,City B
428,26,3,,,Credit Card,2024-03-06,In-store,Completed,122.72573260089811,5,Customer_428,36,Male,Medium,52.516338366706016,Gold,City C
452,16,1,,,Cash,2023-01-10,Online,Completed,55.62990842810848,10,Customer_452,20,Male,Medium,27.48060355481361,Platinum,City C
100,35,1,,,Cash,2023-09-11,Online,Completed,138.7970688154731,20,Customer_100,61,Male,Medium,45.13870243296755,Gold,City B
338,20,2,,,Wallet,2022-01-27,In-store,Completed,158.9325863983742,15,Customer_338,63,Male,Medium,68.32480282896458,Gold,City C
399,46,3,,,Credit Card,2022-07-12,In-store,Completed,131.607990959633,15,Customer_399,49,Male,Low,81.29857387160935,Silver,City C
307,3,4,,,Credit Card,2024-04-28,Online,Completed,125.54741293238402,10,Customer_307,24,Male,Medium,45.21990282834353,Gold,City C
141,1,4,,,Credit Card,2022-12-23,Online,Completed,275.45931069253055,5,Customer_141,26,Female,Medium,11.730818896239448,Gold,City A
83,47,1,,,Wallet,2022-03-03,In-store,Completed,62.26143112140187,20,Customer_83,62,Female,Low,4.5742033812512854,Gold,City B
177,1,4,,,Credit Card,2022-03-03,In-store,Pending,275.45931069253055,5,Customer_177,42,Male,Medium,3.3203108791366565,Platinum,City C
198,17,1,,,Credit Card,2023-02-26,In-store,Completed,281.559163561776,20,Customer_198,41,Male,Low,81.48251137465122,Platinum,City C
112,2,2,,,Credit Card,2024-03-04,Online,Completed,110.16531494991115,20,Customer_112,58,Female,Medium,94.36159201675989,Platinum,City A
56,29,4,,,Credit Card,2023-09-25,In-store,Completed,149.64609059520464,10,Customer_56,64,Male,Low,50.746773376083624,Gold,City A
460,20,3,,,Wallet,2024-03-02,Online,Completed,158.9325863983742,15,Customer_460,45,Female,Low,16.801420774486342,Platinum,City A
179,6,4,,,Wallet,2023-07-05,In-store,Completed,107.7580307569193,20,Customer_179,50,Female,Low,39.69232762015961,Platinum,City B
421,8,1,,,Credit Card,2023-01-15,Online,Completed,164.58327789050227,20,Customer_421,64,Female,Low,71.61506742231936,Silver,City B
401,29,2,,,Credit Card,2022-10-04,Online,Completed,149.64609059520464,10,Customer_401,39,Female,High,95.55236959549347,Gold,City C
186,48,1,,,Cash,2023-08-29,In-store,Completed,62.80542454383753,0,Customer_186,23,Female,Medium,10.456784033440025,Platinum,City C
471,33,4,,,Cash,2023-03-07,Online,Completed,105.91538138969257,20,Customer_471,56,Female,Medium,59.4476335186173,Gold,City B
218,3,1,,,Credit Card,2022-04-25,Online,Completed,125.54741293238402,10,Customer_218,49,Male,Medium,49.8195716453139,Silver,City C
413,35,1,,,Credit Card,2023-11-19,Online,Completed,138.7970688154731,20,Customer_413,61,Male,High,48.58717591863256,Silver,City C
417,5,2,,,Cash,2022-05-01,Online,Completed,16.826714508702203,0,Customer_417,23,Female,Medium,80.30258978326634,Platinum,City A
316,27,3,,,Cash,2023-06-09,Online,Completed,88.67008771113203,0,Customer_316,55,Male,Medium,95.18117854232389,Gold,City A
475,44,4,,,Credit Card,2024-06-17,In-store,Completed,278.98167496719196,20,Customer_475,54,Male,Medium,69.51445540475937,Silver,City A
217,12,2,,,Wallet,2023-02-20,In-store,Pending,238.70034880107426,10,Customer_217,43,Female,Medium,65.87077755008761,Gold,City B
120,20,3,,,Wallet,2022-06-12,Online,Completed,158.9325863983742,15,Customer_120,40,Male,High,22.995460589108617,Platinum,City A
439,45,1,,,Credit Card,2024-02-26,In-store,Completed,122.11584860153309,10,Customer_439,18,Female,High,95.14033422066571,Platinum,City A
394,20,3,,,Credit Card,2023-11-19,Online,Completed,158.9325863983742,15,Customer_394,40,Male,Medium,39.88227808969005,Silver,City A
175,9,1,,,Cash,2022-12-03,Online,Pending,36.55308824280915,15,Customer_175,28,Male,Medium,8.786649914483336,Silver,City C
23,39,1,,,Cash,2023-01-14,In-store,Completed,174.0613724896272,20,Customer_23,19,Male,Low,68.32587636595959,Silver,City C
213,4,2,,,Wallet,2022-11-20,Online,Completed,105.36670373919704,5,Customer_213,18,Female,Medium,97.58652558191314,Gold,City B
405,19,1,,,Credit Card,2022-06-22,Online,Completed,247.19577713695494,10,Customer_405,59,Female,Low,64.7474714154603,Platinum,City C
